id,name,area,url,image,description,Address,Hours,Closed,Fees,Website
spot-54-eng,Tree Picnic Adventure Ikeda,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-54/,https://images.ctfassets.net/28myztxqgnfy/276/a71cf19bd867852511cf11624be9f323/img_spot_054_01.jpg?q=30,"Tree Picnic Adventure Ikeda offers camping and outdoor fun. Ride the kilometer-long Mega Zipline over the forests, or take an Adventure Boat raft ride along the Asuwa River.","28-16 Shizuhara, Ikeda town, Imadate gun",10:00 to 17:00,"The later part of March to the early part of December closes on Tuesday. We open only on Saturdays, Sundays, and national holidays from mid-January to early March.","Mega Zipline ¥3,700 / Adventure Park ¥1,100 to ¥3,700 *Fees vary according to kind of courses. / Adventure Boat ¥12,000 / Fees for lodgings vary according to seasons and kind of accommodations.",https://picnic.ikeda-kibou.com/
spot-55-eng,Angel Land Fukui,Sakai,https://enjoy.pref.fukui.lg.jp/en/spot/spot-55/,https://images.ctfassets.net/28myztxqgnfy/278/4b1c483909b67bd6434636c90a63e1ec/img_spot_055_01.jpg?q=30,Angel Land Fukui is a large children’s museum. Visitors can learn about science and outer space through hands-on exhibits.,"3-1 Higashitaromaru, Harue-cho, Sakai City",9:30 to 17:00 (July to August 9:30 to 18:00),"Monday except holiday, following day of holiday except weekend and holiday, Dec. 28 to Jan. 2",Space Theater ¥520 (adults) ¥260 (elementary and junior high school students) ¥100 (children) / Exhibition Area ¥100 (adults),https://angelland.or.jp/
spot-56-eng,Katamachi and Hamamachi Nightlife Districts,Fukui,https://enjoy.pref.fukui.lg.jp/en/spot/spot-56/,https://images.ctfassets.net/28myztxqgnfy/280/54db117895477677998119f4b4859b80/img_spot_056_01.jpg?q=30,"The Katamachi and Hamamachi neighborhoods of Fukui City are Fukui’s top nightlife areas. Katamachi offers a lively yet approachable atmosphere, while Hamamachi is known for premium dining and bars.",Fukui City,Open and close hour vary according to stores.,Open and close hour vary according to stores.,Fees vary according to stores.,
spot-57-eng,Echizen Ono Castle,Okuetsu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-57/,https://images.ctfassets.net/28myztxqgnfy/282/ab98212014e292db7db1d3748fdddbb9/img_spot_057_01.jpg?q=30,"Echizen Ono Castle is best known internationally for a unique weather phenomenon. On some mornings, when the conditions are just right, fog covers the city and the castle rises above it.","3-109 Shiromachi, Ono City","9:00 to 17:00 (April to September), 6:00 to 16:00 (October to November)",December to March,¥300 (adults),https://www.onocastle.net/
spot-58-eng,Suishohama Beach,Nishu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-58/,https://images.ctfassets.net/28myztxqgnfy/284/34c01d576aff3fa597aeca2f77cff0fb/img_spot_058_01.jpg?q=30,"Suishohama Beach is a popular destination in summer, for crystal-clear water and sparkling sand. Shops and showers are available on the beach, for visitor convenience.","Takenami, Mihama town, Mikata-gun",Anytime,,Charge-free,
spot-59-eng,The Floating Lanterns of Eiheiji,Fukui,https://enjoy.pref.fukui.lg.jp/en/spot/spot-59/,https://images.ctfassets.net/28myztxqgnfy/286/c1835d23b27163383e4e1fd9a58043e5/img_spot_059_01.jpg?q=30,"The Floating Lanterns of Eiheiji are a symbol of August in Fukui. These 10,000 lanterns on the Kuzuryu River serve as a memorial to those who have passed away.","Taniguchi, Eiheiji town, Yoshida-gun 
The venue: Eiheiji Kasen Park",The later part of August every year,,Charge-free,
spot-60-eng,Brilliant Heart Museum,Sakai,https://enjoy.pref.fukui.lg.jp/en/spot/spot-60/,https://images.ctfassets.net/28myztxqgnfy/288/df4765ada73925b87d81d4c0a43c4b55/img_spot_060_01.jpg?q=30,"The Brilliant Heart Museum, on the northern coast of Fukui, features art installations that use natural lighting, and a view of the island of Oshima.","26-21 Anto, Mikuni-cho, Sakai City",11:00 to 17:00 (entry 16:00),Monday through Thursday (except holidays),"¥2,000",https://www.brilliant-heart-museum.jp/
spot-61-eng,Forest and River Promenade,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-61/,https://images.ctfassets.net/28myztxqgnfy/290/e04ba50139c58c3539115c711e89c249/img_spot_061_01.jpg?q=30,"The Forest and River Promenade is a four-kilometer nature trail in Ikeda. Enjoy a moderately challenging walk, with seasonal beauty along the Asuwa River.","Shizuhara to Doaisarao, Ikeda town, Imadate-gun",Anytime,No passage when snowed in,Charge-free,
spot-62-eng,Nihonkai Sakanamachi,Nishu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-62/,https://images.ctfassets.net/28myztxqgnfy/292/012176cc84fb101cd82c7f130f5135e0/img_spot_062_01.jpg?q=30,Nihonkai Sakanamachi is the largest seafood market on the Sea of Japan coast. The market features over 50 shops and nearly 20 restaurants.,"1-1531 Wakaba-cho, Tsuruga City",10:00 to 17:30 *The stores will open sequentially from around 9:00 (excluding restaurants).,"Closed day: irregular holiday
*closed the 2nd Wednesday each month except July, August, November and December in 2022",entry is charge-free,https://www.sakanamachi.info/
spot-63-eng,Mizushima Island,Nishu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-63/,https://images.ctfassets.net/28myztxqgnfy/294/4dbc09fa95873394c758e5e519ccc1cf/img_spot_063_01.jpg?q=30,"The island of Mizushima, “the Hawaii of the Hokuriku Region,” is a small island off the Tsuruga Peninsula. It is a popular summer destination for sandy beaches and clear blue waters.","Tateishi, Tsuruga City",The ferry runs daily from early July to late August. The ferry may be cancelled in case of bad weather.,,"Ferryboat ¥1,200 (adults), ¥650 (children)",
spot-64-eng,Wakasa Obama Fish Center,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-64/,https://images.ctfassets.net/28myztxqgnfy/296/db033caa15d50b398fc9fb0ec12243eb/img_spot_064_01.jpg?q=30,"The Wakasa Obama Fish Center is a seafood market beloved by locals. Have sushi or sashimi at a restaurant, or buy fresh local seafood and grill it yourself.","2-5-1 Kawasaki, Obama City",Open and close hour vary according to stores.,Open and close hour vary according to stores.,Fees vary according to stores.,https://osakanacenter.com/
spot-65-eng,Oshima Island,Sakai,https://enjoy.pref.fukui.lg.jp/en/spot/spot-65/,https://images.ctfassets.net/28myztxqgnfy/298/b03cc89d6f90aecb2750e45dda4e81a4/img_spot_065_01.jpg?q=30,"The island of Oshima is off the coast of northern Fukui, near the Tojinbo Cliffs. This densely forested island is small enough to walk around in about an hour.","Anto, Mikuni-cho, Sakai City",Anytime(Please do not come after sunset.),"Please refrain from visiting in winter when it is windy and snowy, and during stormy weather.",Charge-free,
spot-66-eng,Nohmen Museum,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-66/,https://images.ctfassets.net/28myztxqgnfy/300/0879bc2f31a0502b3f29c90103345bf6/img_spot_066_01.jpg?q=30,"The Nohmen Museum has over 100 Noh masks on display, including many made by master artisans. Mask-carving classes are held here twice a month.","17-2 Shizuhara, Ikeda town, Imadate-gun",10:00 to 16:00 (weekday) / 10:00 to 17:00 (weekend),"Tuesday, Year End & New Year’s holidays",¥300 (adults) / ¥200 (elementary and junior high school students),
spot-67-eng,Jakushu Itteki Bunko,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-67/,https://images.ctfassets.net/28myztxqgnfy/302/0414d617544ec7f25b7425da32debf10/img_spot_067_01.jpg?q=30,"Jakushu Itteki Bunko is dedicated to the works of the author Mizukami Tsutomu. Visitors can see paintings by an artist he worked with, and see puppets used to perform his stories.","33-2-1 Okata, Oi-cho, Oi-gun",9:00 to 17:00,"Tuesday, Dec. 29 to Jan. 3","¥300 (adults)
*Free of charge for junior high school students and younger, and people over 70 years old.",https://itteki.jp/
spot-68-eng,Griffis Museum,Fukui,https://enjoy.pref.fukui.lg.jp/en/spot/spot-68/,https://images.ctfassets.net/28myztxqgnfy/303/ddb6ba20db81c26b0b6624042443799d/img_spot_068_01.jpg?q=30,"The Griffis Museum is dedicated to American educator William Elliott Griffis, who led the modernization of Fukui’s schools, and wrote about his experiences in this era of rapid change.","3-5-4 Chuo, Fukui City","10:00 to 19:00
Musuem closes at 6pm from 12/1 to the end of February.
Entry permitted up to 30 minutes before closing.",Year-end and New Year's Holiday (12/28～1/4),Free Admittance,http://www.fukui-rekimachi.jp/griffis/
spot-69-eng,Fukui Prefectural Museum of Cultural History,Fukui,https://enjoy.pref.fukui.lg.jp/en/spot/spot-69/,https://images.ctfassets.net/28myztxqgnfy/304/64db26ad3f73d9da3784952f1322d720/img_spot_069_01.jpg?q=30,The Fukui Prefectural Museum of Cultural History offers a look at life in Fukui over the centuries. Visitors can see items as much as thousands of years old.,"2-19-15 Omiya, Fukui City",9:00 to 17:00 (no admission after 16:30),"2nd and 4th Wednesday & Year-end and New Year holidays (12/28 to 1/2)
The museum may be close temporarily for exhibition rearrangement and maintenance.","¥100 (adults)
Free admission for persons high school age and below, or 70 years and older.",https://www.pref.fukui.lg.jp/muse/Cul-Hist/
spot-70-eng,Fukui City History Museum,Fukui,https://enjoy.pref.fukui.lg.jp/en/spot/spot-70/,https://images.ctfassets.net/28myztxqgnfy/305/a7f7af80097e444945d900fb899a0093/img_spot_070_01.jpg?q=30,"The Fukui City History Museum offers visitors a look at the history of Fukui, both ancient and modern. Hands-on workshops are available.","3-12-1 Hoei, Fukui City","9:00 to 17:00(Closes at 19:00 from March 1 to November 5.)
Entry permitted up to 30 minutes before closing.","Year End & New Year’s holidays
Closed irregularly to exhibition changes, building maintenance, etc. (check the website)","¥220 (permanent exhibition fee) / ¥350 (permanent exhibition fee and entrance fee to the Yaohkan Garden)
*Free admission for junior high school students and younger, people over 70 years old, and people who have received the Physical Disability Certificate, Rehabilitation Certificate, or Mental Disability Certificate and their caregivers.",http://www.history.museum.city.fukui.fukui.jp/
spot-71-eng,Kitanosho Castle and Shibata Jinja Shrine,Fukui,https://enjoy.pref.fukui.lg.jp/en/spot/spot-71/,https://images.ctfassets.net/28myztxqgnfy/306/af1fc968c64c447672124934d2c9dac2/img_spot_071_01.jpg?q=30,"At Shibata Park, visitors can see the unearthed remains of Kitanosho Castle, as well as a shrine dedicated to the warlord Shibata Katsuie and his wife.","1-21-17 Chuo, Fukui City",Anytime,,Charge-free,
spot-72-eng,Fukui City Art Museum,Fukui,https://enjoy.pref.fukui.lg.jp/en/spot/spot-72/,https://images.ctfassets.net/28myztxqgnfy/307/6462050f526a8346c49dc6f859d2df10/img_spot_072_01.jpg?q=30,"The Fukui City Art Museum features a permanent collection, and temporary exhibitions throughout the year. The museum’s art creation spaces host regular art workshops, for all ages.","3-1111 Geba, Fukui-city",9:00 to 17:15 (admission is until 16:45),"Monday except holiday, following day of holiday except Sunday, Year-end and New Year's Holiday (12/28～1/4)","Permanent Exhibit 
¥100 (adults, college and high school students)　
\50 (Group (20 or more people))
Free for junior high school students and younger, people over 70 years old, and people with disabilities.

Special Exhibit
Will change with each exhibit.",http://www.art.museum.city.fukui.fukui.jp/aboutus-en1.html
spot-73-eng,Sakae no Yashiro Shrine,Fukui,https://enjoy.pref.fukui.lg.jp/en/spot/spot-73/,https://images.ctfassets.net/28myztxqgnfy/308/60083cb2ee7873a1172c256213fedf50/img_spot_073_01.jpg?q=30,"Sakae no Yashiro Shrine is located next to the ruins of Fukui Castle. The shrine holds various events throughout the year, including a large festival in early May.","3-12-3 Ote, Fukui City",Anytime,,Charge-free,https://www.sakaenoyashiro.or.jp/
spot-74-eng,Fukui City Central Park,Fukui,https://enjoy.pref.fukui.lg.jp/en/spot/spot-74/,https://images.ctfassets.net/28myztxqgnfy/309/69501a8d3fe9d221989f736f694be83b/img_spot_074_01.jpg?q=30,Fukui City Central Park is a public green space with a view of the Fukui Castle walls. Various public events are held here throughout the year.,"3-11 Ote, Fukui-shi",Anytime,,Charge-free,
spot-75-eng,Fukui Jinja Shrine,Fukui,https://enjoy.pref.fukui.lg.jp/en/spot/spot-75/,https://images.ctfassets.net/28myztxqgnfy/310/5203171854c8d71495abd475e75ebbc5/img_spot_075_01.jpg?q=30,"Fukui Jinja Shrine is known for its unique architecture. The main shrine building and torii gate were rebuilt in the late 1950s, using concrete.","3-16-1 Ote, Fukui-shi",Anytime,,Charge-free,
spot-76-eng,Osagoe Folk Village Museum,Fukui,https://enjoy.pref.fukui.lg.jp/en/spot/spot-76/,https://images.ctfassets.net/28myztxqgnfy/311/a86106eaec3581b1a522068d112358c1/img_spot_076_01.jpg?q=30,"The Osagoe Folk Village Museum is a large park with five traditional thatched-roof houses. Visitors can explore the houses, and even rent them for private events.","5-4-48 Tsukimi, Fukuii City",9:00 to 17:15 (Admission is until 16:45.),"Monday (or the following day if Monday is a national holiday), the day after a national holiday (if the following day falls on a Saturday or Sunday, the park is open), year-end and New Year holidays (December 28 to January 4)","¥110 (adults)
Free for junior high school students and younger, people over 70 years old, and people with disabilities.",
spot-77-eng,Kehi Jingu Shrine,Nishu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-77/,https://images.ctfassets.net/28myztxqgnfy/312/c4711c28ca310ce730d9374c49310407/img_spot_077_01.jpg?q=30,"Kehi Jingu Shrine is famous for its “Chomeisui,” or “water of long life.” This water is considered sacred because the shrine’s deities lived very long lives.","11-68 Akebono-cho, Tsuruga City","5:00 to 17:00(April to September), 6:00 to 17:00(October to March)",Open 7 days a week,Charge-free,https://kehijingu.jp/
spot-78-eng,Kanegasakigu Shrine,Nishu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-78/,https://images.ctfassets.net/28myztxqgnfy/313/6c1f40ca4a96b7a9a18a9871d2e03a3f/img_spot_078_01.jpg?q=30,"Kanegasakigu Shrine holds its annual Flower-Exchanging Festival in early April. The shrine’s 400 or so cherry blossom trees come into bloom in April, as well.","1-4 Kanegasaki-cho, Tsuruga City",Anytime,,Free admission,http://kanegasakigu.jp/
spot-79-eng,Tsuruga Municipal Museum,Nishu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-79/,https://images.ctfassets.net/28myztxqgnfy/314/893855ec0e10858eb2658ad02187df21/img_spot_079_01.jpg?q=30,The Tsuruga Municipal Museum offers visitors a look at the history and cultural traditions of Tsuruga. The museum is inside a luxurious bank building from the early twentieth century.,"7-8 Aioi-cho, Tsuruga City",10:00 to 17:00,"every Monday (While the museum is open on public holidays, it is closed on the day after the public holiday.), Year-end and New Year's Holiday (12/28～1/3), Maintenance days","¥300 (adults) 
Free for high school students and younger.",https://tsuruga-municipal-museum.jp/en/
spot-80-eng,Saifukuji Temple,Nishu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-80/,https://images.ctfassets.net/28myztxqgnfy/315/79e47c8aa435197f0041f729884729b1/img_spot_080_01.jpg?q=30,"Saifukuji Temple was built in 1368. Its garden is over 4,600 square meters in size, and is said to represent the Buddhist land of perfect bliss.","13-7 Hara, Tsuruga City",9:00 to 17:00(Last admission is at 16:30.),"Due to Buddhist memorial services and events, some days or times are closed to visitors.","¥300 (adults)
Free for junior high school students and younger.",http://www.saifukuji.jp/
spot-81-eng,Miketsukuni Wakasa Obama Food Culture Museum,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-81/,https://images.ctfassets.net/28myztxqgnfy/316/a516e5acff76e2ccc35d70c0843db1d8/img_spot_081_01.jpg?q=30,"At the Miketsukuni Wakasa Obama Food Culture Museum, visitors can learn about southern Fukui’s history as an imperial food province, and learn to make local dishes.","3 Chome-4 Kawasaki, Obama City",9:00 to 17:00(Nov. 1 to the end of Feb.) / 9:00 to 18:00 (Mar. 1 to Oct. 31),"Wednesday (open on Wednesday if it is a national holiday) , Year-end and New-year holidays (Dec. 28 to Jan. 5)",Museum admission is free.,http://www1.city.obama.fukui.jp/obm/mermaid/en/
spot-82-eng,Jinguji Temple,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-82/,https://images.ctfassets.net/28myztxqgnfy/317/c2515feaf8f2b50c18ff377478cd1e0f/img_spot_082_01.jpg?q=30,"On March 2, Jinguji Temple holds the solemn, torch-lit Omizu-Okuri ritual, to welcome the arrival of spring. The temple is home to multiple Important Cultural Properties.","30-4 Jinguji, Obama City",9:00 to 16:00,Feb. 15 to Mar. 5,¥400,
spot-83-eng,Wakasa Chopstick Museum,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-83/,https://images.ctfassets.net/28myztxqgnfy/318/264421419a75f619e241d403e6bf4174/img_spot_083_01.jpg?q=30,"The Wakasa Chopstick Museum has over 3,000 kinds of Wakasa lacquerware chopsticks on display for sale. Visitors can make their own chopsticks with traditional Wakasa-style decorations.","8-1-3 Hukutani, Obama-shi","9:00 to 17:00(Weekday), 9:00 to 16:00(Sundays and public holidays)","every Thursday (open when Thursday is a national holiday, on August 4, and from August 13 to 16) & Year-end and New Year holidays",Free admission,https://wakasa-hashi.com/
spot-84-eng,Unose Park,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-84/,https://images.ctfassets.net/28myztxqgnfy/319/04babaef290919b5271ed932929f0395/img_spot_084_01.jpg?q=30,"Unose Park features spaces for relaxation and recreation. On March 2, the park’s mineral-rich spring is used in the Omizu-Okuri ritual, to mark the coming of spring.","Shimonegori, Obama City","Anytime
*Unose Park Museum is open from 9:00 to 17:00.",,Charge-free,
spot-85-eng,Wakasa History Museum,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-85/,https://images.ctfassets.net/28myztxqgnfy/320/cc9dde163152335dd6af360b06679d9f/img_spot_085_01.jpg?q=30,"The Wakasa History Museum offers a look at southern Fukui’s past, including the region’s history as an imperial food province, Buddhist art, and the festivals held in Wakasa.","2 Chome-104 Onyu, Obamai City",9:00 to 17:00(Admission is until 16:30.),"Year-end and New Year holidays, museum designated day","¥310 (Adults) 
Minors under High school students and seniors over 70 are free of charge.",https://wakahaku.pref.fukui.lg.jp/
spot-86-eng,Tagarasu Terraced Rice Fields,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-86/,https://images.ctfassets.net/28myztxqgnfy/321/be0617771d16e0aa3cd629295f8c418f/img_spot_086_01.jpg?q=30,The Tagarasu Terraced Rice Fields cover a steep hill along the Sea of Japan coast. Visitors can enjoy the seasonal beauty of these many small fields.,"Tagarasu, Obamai City",Anytime,,Charge-free,
spot-87-eng,Tsukamoto Folk Art Center,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-87/,https://images.ctfassets.net/28myztxqgnfy/322/bfb97a7a4443d1cd5e2335ba4d9c2ced/img_spot_087_01.jpg?q=30,"The Tsukamoto Folk Art Center offers a collection of unique, flat-bottomed Wakasa Lacquered Daruma Dolls. Visitors can also decorate their own Daruma dolls.","8-29-8 Hukutani, Obamai City",9:00 to 18:00,"every Tuesday, every Wednesday,Year-end and New Year holidays","Free admission
Daruma painting (reservation required by the day before): ¥950",
spot-88-eng,Echizen Matsushima Aquarium,Sakai,https://enjoy.pref.fukui.lg.jp/en/spot/spot-88/,https://images.ctfassets.net/28myztxqgnfy/323/530b192a1aa0fbfe5a74d2ddbc5e4bf2/img_spot_088_01.jpg?q=30,"The Echizen Matsushima Aquarium offers unique up-close experiences. Watch penguins marching outside, view a fish tank through a clear floor, or touch real sharks and rays.","74-2-3 Saki, Mikuni-cho, Sakai City","9:00 to 17:30(normal)
9:00 to 18:00(summer weekdays)
9:00 to 20:00(GW / Summer Saturdays, Sundays, and holidays)
9:00 to 16:30(Winter)
*The last entry time is 30 minutes before closing, except for GW and summer nights when the last entry time is 1 hour before closing.",Open all year round,"¥2,000 (adults) / ¥1,000 (elementary and junior high school students) / ¥500 (3 years old and over) / free (under 3 years old)",https://www-echizen--aquarium-com.translate.goog/?_x_tr_sl=ja&_x_tr_tl=en&_x_tr_hl=ja&_x_tr_pto=op
spot-89-eng,Takidanji Temple,Sakai,https://enjoy.pref.fukui.lg.jp/en/spot/spot-89/,https://images.ctfassets.net/28myztxqgnfy/324/1795feeae8d5063cd712dfd24ffc4cbd/img_spot_089_01.jpg?q=30,"Takidanji Temple is known for its beauty. Visitors can see temple buildings that date back centuries, and enjoy the temple’s Japanese garden and mossy grounds.","1-7-15 Takidan, Mikuni-cho, Sakai City","8:00 to 17:00(Mar. 1 to Oct. 31), 8:00 to 16:30(Nov. 1 to end of Feb.)",Open 7 days a week,"¥500 (adults), ¥300 (middle and high-school students), ¥200 (children)",http://www.takidanji.or.jp/
spot-90-eng,Yume Ole Katsuyama,Okuetsu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-90/,https://images.ctfassets.net/28myztxqgnfy/325/c3291e0fa0a54d889ad95350c7128f48/img_spot_090_01.jpg?q=30,"Yume Ole Katsuyama is a museum about silk-making in Katsuyama. Visitors can see large old weaving machines, or try hands-on craft experiences.","1 Chome-7-40 Syowa-cho, Katsuyama City",9:00 to 17:00(Registration for the experience is from 9:00 to 16:00.),"every Wednesday (or the following day if Wednesday is a national holiday), Year-end and New Year holidays (12/29 to 1/2)","Free admission (Hand-woven coaster experience ¥500, Crafting cocoon balls experience ¥500)",https://www.city.katsuyama.fukui.jp/hataya/
spot-91-eng,Mahoroba (Heisenji Hakusan Shrine History Museum),Okuetsu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-91/,https://images.ctfassets.net/28myztxqgnfy/326/c63109711fc489b8c08589442af2b2ae/img_spot_091_01.jpg?q=30,"At Mahoroba, the Heisenji Hakusan Shrine History Museum, visitors can learn about this ancient shrine, and see a collection of items unearthed there.","66-2-12 Heisenji, Heisenji-cho, Katsuyama City",9:00 to 17:00 (Admission is until 16:30.),Year-end and New Year holidays,Charge-free,
spot-92-eng,Katsuyama Castle Museum,Okuetsu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-92/,https://images.ctfassets.net/28myztxqgnfy/327/3878c48ee68f1e890f5e1fa41946d0e7/img_spot_092_01.jpg?q=30,"The Katsuyama Castle Museum is Japan’s tallest castle-tower-style building, at 58.7 meters tall. In addition to a collection of art and history items, the top floor offers a view of the area.","85-26-1 Heisenji, Heisenji-cho, Katsuyama City",9:30 to 16:30 (Admission is until 16:00.),"every Wednesday, Year-end (12/28 to 12/31),Facility Inspection Day","¥500 (adults) / ¥200 (elementary, junior high and high school students)
*Admission fees are subject to change due to special exhibitions.",http://www.katsuyamajyou.com/
spot-94-eng,Wakasa Mikata Jomon Museum,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-94/,https://images.ctfassets.net/28myztxqgnfy/328/98e8d266425708ecfaecd8cf8aba4f00/img_spot_094_01.jpg?q=30,"The Wakasa Mikata Jomon Museum teaches visitors about the lifestyle and culture of the prehistoric Jomon period (10,000–300 BCE). Hands-on experiences offer the chance to learn about ancient life.","122-12-1 Torihama, Wakasa-town, Mikatakaminaka-county",9:00 to 17:00 (Admission is until 16:30.),"Closed day: every Tuesday (or the following day if Tuesday is a national holiday), Year-end and New Year holidays
*The museum may also be closed temporarily due to fumigation work.","¥500 (adults above college age), ¥200 (elementary, middle, and high school students), free (Persons with a disability certificate, infants (under elementary school age))",http://www.town.fukui-wakasa.lg.jp/jomon/
spot-95-eng,Tamagawa Cave Kannon,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-95/,https://images.ctfassets.net/28myztxqgnfy/329/fc113fd9754a2d0d130d7575f5f234cf/img_spot_095_01.jpg?q=30,"The Tamagawa Cave Kannon is a statue of the Eleven-Faced Kannon, displayed at the end of a tunnel. The tunnel’s lamps create unique lighting patterns on the walls and ceiling.","41-2-1 Tamagawa, Echizen-cho, Nyu-gun",,,Charge-free,https://tamagawa-kannon.jimdofree.com/
spot-96-eng,Ukonke Museum (Kitamaebune Archives Center),Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-96/,https://images.ctfassets.net/28myztxqgnfy/330/3fd9835866175ffd452e9ff6e66f15b3/img_spot_096_01.jpg?q=30,The Ukonke Museum (Kitamaebune Archives Center) teaches visitors about the Kitamaebune trading ships. Mikuni was once a major port for these trading ships.,"2-15 Kouno, Minamiechizen-cho, Nanjo-gun",9:00 to 16:00,"every Wednesday, Year-end and New Year holidays (Dec. 29 to Jan. 3)","¥500 (adults, college, high school), ¥300 (elementary and junior high school students)",
spot-97-eng,Gotanjoji Temple,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-97/,https://images.ctfassets.net/28myztxqgnfy/331/452c83ecc4c2d2f3d891e13147adf33a/img_spot_097_01.jpg?q=30,Gotanjoji Temple is known for its 30 or so cats. Visitors who donate money to cat medical care receive cat-themed items in return.,"32-1-1 Shoden-cho, Echizen City",Anytime,,Charge-free,https://www.facebook.com/gotanjouji/
spot-98-eng,Okamoto-Otaki Jinja Shrine,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-98/,https://images.ctfassets.net/28myztxqgnfy/332/edc9c05359d072054a14954410dcadf2/img_spot_098_01.jpg?q=30,"Okamoto-Otaki Jinja Shrine is Japan’s only shrine dedicated to the goddess of paper. It is known for its large, complex roof, which connects and combines the two shrines into one.","13-1 Otaki-cho, Echizen City",Anytime,,Charge-free,https://www.echizenwashi.jp/goddess_of_paper/index.html#2
spot-99-eng,Kakyo Park,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-99/,https://images.ctfassets.net/28myztxqgnfy/333/2b678f8cae702c54fffb7af1a62b825c/img_spot_099_01.jpg?q=30,"Kakyo Park is known for beautiful seasonal scenery, such as cherry blossoms in April, and the deep red of the maple leaves in November.","17 Awatabe-cho, Echizen City",Anytime,,Charge-free,
spot-100-eng,Udatsu Craft Center,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-100/,https://images.ctfassets.net/28myztxqgnfy/334/1dd0e54edb7778836e3d307a17596f02/img_spot_100_01.jpg?q=30,The Udatsu Craft Center is the only place in Japan that makes washi paper entirely in the traditional way. Visitors can watch artisans use old-fashioned tools for every step.,"9-21-2 Shinzaike-cho, Echizen City",9:30 to 17:00,,"¥200 (adults) /free (high-school student or under)
*When special exhibitions are held ¥300
*This is the Common admission fee with the Paper Culture Museum.",https://www.echizenwashi.jp/udatsu/
spot-101-eng,Papyrus House,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-101/,https://images.ctfassets.net/28myztxqgnfy/335/86d547029517c9b549d9ec2f0b5064f4/img_spot_101_01.jpg?q=30,"Papyrus House offers hands-on paper-making workshops using traditional techniques. The shop features various local paper products, from everyday items like note pads to unique items like interior accessories.","8-44 Shinzaike-cho, Echizen City",9:00 to 16:00,Year-end and New-year holidays,"charges for Washi paper making experience
* Colored-paper (Shikishi) size (242mm×272mm): ¥500 (1 sheet) /
* Postcard size: ¥800 (4 sheets) / * Coaster size : ¥800 (6 sheets)
* Business card & bookmark size: ¥1,000 (10 sheets) / * Middle size: ¥1,000 (1 sheet) / * Big size: ¥1,800 (1 sheet) / * Uchiwa, or Japanese fan (including assembly kit): ¥1,300 (per piece) /
* Mini-uchiwa (postcard size, including assembly kit): ¥1,100 (per piece) / * Shade lamp (including assembly kit): ¥2,400 (small size) and ¥2,600 (big size) per piece",https://www.echizenwashi.jp/english/
spot-102-eng,Michi no Eki Echizen Ono Arashima no Sato,Okuetsu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-102/,https://images.ctfassets.net/28myztxqgnfy/336/2275834602722a350d22558453a75e51/img_spot_102_01.jpg?q=30,"At the rest area Michi no Eki Echizen Ono Arashima no Sato, visitors can get food, check out the mini-aquarium, rent an overnight RV parking space, or enjoy outdoor activities.","137-21-1 Warabyo, Ono City",Depends on each facility,Depends on each facility,Depends on each facility,https://arashimanosato.com/
